unique_registros_ID,species,taxon_nombre,status_type,nombre_type,comentarios,sexo,localidad_codigo,elev_min_etiq,elev_max_etiq,elev_unidad,dia,mes,ano,colector,coleccion,fecha,digitador,duplicate,lat_dec,lon_dec,latlong_fuente
50677,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50678,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50679,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Calima Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.933333333,-76.51666667,Brown
50680,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Calima Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.933333333,-76.51666667,Brown
50681,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50682,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50683,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50684,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50685,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Calima Rio COL VC,,,m,,Feb,1986,,FLMNH,,Samuel Landrian,duplicate,3.933333333,-76.51666667,Brown
50686,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50687,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50688,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50689,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50690,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,2531,Sep,1969,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50691,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50692,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50693,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50694,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50695,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50696,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Calima Rio COL VC,,,m,17,Jun,1988,,FLMNH,,Samuel Landrian,duplicate,3.933333333,-76.51666667,Brown
50697,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Calima Rio COL VC,,,m,,,1983,,FLMNH,,Samuel Landrian,duplicate,3.933333333,-76.51666667,Brown
50698,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Bravo Rio COL VC,,,m,Oct-20,May,1988,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50699,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Bravo Rio COL VC,,,m,Oct-20,May,1988,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50700,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
50701,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Bravo Rio COL VC,,,m,Oct-20,May,1986,,FLMNH,,Samuel Landrian,duplicate,3.893055556,-76.62166667,NIMA
50703,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,24,May,1974,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50704,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50705,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Dagua Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.55,-76.65,Brown
